record_id,station_id,river_name,state,date,month,rainfall_mm,upstream_rainfall_mm,forecast_rainfall_next24_mm,water_level_m,warning_level_m,danger_level_m,discharge_cumecs,temperature_c,humidity_pct,soil_moisture_pct,wind_speed_kmph,reservoir_release_cumecs,embankment_condition,historical_flood_freq,distance_to_river_km,elevation_m,population_density,flood_risk_score,alert_level,flood_occurred
18926,STN0183,ganga,UTTAR PRADESH,2020-06-13,6.0,81.3,112.2,36.3,5.8,5.87,6.96,1047.2,31.8,76.3,78.9,10.5,188.2, Moderate ,3.0,7.49,239.8,5620.0,0.613,Moderate,0
18927,STN0386,Kosi, Gujarat ,2021-04-24,4.0,36.1,,21.1,6.68,7.88,9.04,2515.7,27.4,58.8,11.4,0.0,51.5,Good,0.0,13.37,358.6,3394.0,0.481,moderate,0
18928,Stn-0194,GANGA,Uttar Pradesh,2022-04-16,4.0,27.6,27.7,37.9,4.59,5.07,6.23,768.8,21.9,64.6,19.0,24.6,48.8, Good ,0.0,0.84,46.1,6327.0,0.402,Low,0
18929,STN0176, Ganga ,Uttar Pradesh,2016/12/15,12.0,25.3,24.8,30.1,6.72,8.15,9.25,1434.5,26.3,47.3,42.7,12.5,121.4, Moderate ,1.0,4.25,42.8,10459.0,0.462,MODERATE,0
18930,Stn-0301, Krishna ,odisha,14/02/2020,2.0,7.1,4.6,0.3,4.67,5.83,7.16,1459.0,17.3,43.9,57.1,25.7,134.6,moderate,0.0,4.76,386.5,11723.0,0.421,LOW,0
18931,STN0169,NARMADA, Maharashtra ,11-03-2021,11.0,6.8,8.0,0.0,7.12,7.97,9.02,2054.8,25.0,64.1,25.0,17.2,80.5,Moderate,0.0,8.26,251.4,2060.0,0.466,Moderate,0
18932,STN0153,CAUVERY,ANDHRA PRADESH,01-18-2020,1.0,35.8,31.3,20.0,4.05,5.8,7.26,642.3,20.7,51.5,24.2,22.7,120.1,Moderate,1.0,8.98,328.6,,0.325,LOW,0
18933,STN0053,godavari,west bengal,2024-03-20,3.0,,112.6,112.0,5.55,5.7,6.62,1793.6,20.4,68.3,26.6,16.5,203.6,good,0.0,4.57,348.2,7218.0,0.613, Moderate ,0
18934,Stn-0286,Mahanadi,MADHYA PRADESH,12-03-2021,12.0,38.1,42.9,38.0,4.76,5.82,7.28,1555.2,22.1,39.8,34.4,6.1,37.2, Good ,0.0,1.62,345.5,11265.0,0.367,Low,0
18935,STN0242,BRAHMAPUTRA,ASSAM,2020/02/22,2.0,206.1,212.8,200.6,6.19,5.07,6.11,1503.1,25.6,62.4,36.6,4.1,8.1,POOR,2.0,11.09,337.6,6535.0,0.646,Severe,1
18936,STN0015,CAUVERY,ANDHRA PRADESH,04-26-2017,4.0,41.1,48.0,60.0,4.91,6.47,7.66,1308.3,27.9,56.8,5.0,17.9,137.9,Moderate,0.0,3.82,214.8,5438.0,0.366,Low,0
18937,STN0276, Ganga ,UTTAR PRADESH,08/08/2024,8.0,309.7,268.5,221.5,9.19,8.23,9.41,3029.1,33.2,95.1,65.9,21.4,280.1,MODERATE,0.0,13.53,125.3,,0.727,High,1
18938,STN0138,KRISHNA,Odisha,2018/03/02,3.0,17.9,16.1,0.0,3.15,4.43,5.74,1052.0,27.1,46.1,26.2,7.3,68.9, Moderate ,1.0,0.51,274.0,1899.0,0.238,low,0
18939,stn0017, Yamuna , Bihar ,13/08/2016,8.0,130.7,144.8,78.7,3.91,4.96,5.97,1047.1,36.5,72.5,73.5,27.8,185.1,GOOD,4.0,3.52,20.5,,0.402,low,0
18940,STN0331,Cauvery,andhra pradesh,23/06/2021,6.0,124.5,110.4,89.2,,3.89,5.32,1508.4,27.0,84.4,52.6,8.3,175.6,MODERATE,3.0,4.26,126.0,8943.0,0.579, High ,0
18941,STN0411,Cauvery,ANDHRA PRADESH,04-27-2021,4.0,63.2,51.1,64.4,8.25,8.56,9.42,1549.2,24.1,43.8,34.4,7.7,21.2, Good ,0.0,10.11,265.8,6138.0,0.45, Low ,0
18942,STN0415,Godavari,West Bengal,2017/08/04,8.0,293.8,386.8,227.5,8.5,7.73,8.85,2563.6,26.8,73.2,53.4,25.0,,Moderate,2.0,12.56,37.5,11914.0,0.755,High,1
18943,STN0223, Tapi , Karnataka ,2018-09-22,9.0,86.5,82.4,103.2,4.56,4.95,6.35,839.5,31.0,80.8,70.7,15.2,,Good,2.0,3.23,227.1,11608.0,0.571,moderate,0
18944,STN0119,Narmada,MAHARASHTRA,2024-12-19,12.0,138.2,,164.5,7.82,8.0,9.44,1618.5,32.8,72.0,48.2,30.7,1.2, Moderate ,1.0,1.18,101.2,359.0,0.654,High,0
18945,STN0010,Krishna,Odisha,20/03/2022,3.0,79.1,110.5,17.6,2.43,3.89,4.96,393.0,23.2,54.1,11.5,19.0,64.4,poor,0.0,8.18,348.0,1871.0,0.437,Low,1
18946,STN0103,Narmada,MAHARASHTRA,2022-09-05,9.0,134.9,144.4,102.0,4.88,4.64,6.05,1796.3,37.4,78.1,70.1,13.7,238.4,Poor,4.0,0.95,15.1,,0.592,High,1
18947,STN0377,godavari,west bengal,2024-09-24,9.0,231.0,304.5,139.7,,4.68,5.65,955.1,34.8,63.1,78.5,5.8,218.5,poor,1.0,6.07,276.8,8948.0,0.777,High,0
18948,stn0359,Cauvery,andhra pradesh,2024-02-06,2.0,69.0,59.9,86.2,6.84,8.13,8.97,2362.8,30.2,43.9,34.1,23.5,98.0,Moderate,0.0,0.45,48.3,3871.0,0.419,LOW,0
18949,STN0195,Cauvery,ANDHRA PRADESH,2017-05-30,5.0,58.2,55.5,35.6,7.56,8.02,8.98,1628.4,30.5,78.2,48.2,15.0,0.0,Good,1.0,3.23,291.1,3516.0,0.503, Moderate ,0
18950,STN0427, Cauvery ,ANDHRA PRADESH,2015-06-22,6.0,206.5,205.8,237.7,5.11,5.3,6.23,1987.3,25.7,84.0,64.9,,260.7,Good,1.0,2.92,21.6,9872.0,0.621,moderate,0
18951,STN0220,mahanadi,Madhya Pradesh,18/02/2024,2.0,41.1,31.8,40.4,6.2,7.35,8.24,2332.3,21.7,44.8,22.8,15.8,0.0,Poor,1.0,4.25,293.6,10600.0,0.464,moderate,0
18952,STN0495,Krishna,ODISHA,2016-10-08,10.0,47.9,59.4,54.3,5.04,6.8,7.84,1562.7,24.8,65.0,14.2,5.2,105.0,Moderate,0.0,5.91,224.3,,0.352, Low ,0
18953,STN0152,narmada,maharashtra,25/01/2022,1.0,42.3,39.1,43.6,5.42,7.59,8.76,1596.6,17.5,39.0,52.2,21.8,57.8,moderate,0.0,9.32,242.6,5867.0,0.43, Low ,0
18954,STN0332, Narmada ,MAHARASHTRA,06-08-2021,6.0,99.1,104.3,106.1,7.46,7.61,8.57,1649.1,37.2,75.7,61.2,19.2,250.6,poor,0.0,10.45,251.4,672.0,0.633,Moderate,0
18955,STN0114,brahmaputra,ASSAM,2021-07-15,7.0,146.1,199.5,93.5,8.44,8.0,8.83,1224.7,,233.0,34.8,13.7,208.6,Moderate,1.0,2.88,12.2,1757.0,0.651,High,0
18956,STN0284, Brahmaputra ,ASSAM,23/06/2022,6.0,121.3,164.9,147.0,5.57,6.39,7.84,1733.2,29.9,87.0,,7.6,291.7,Moderate,1.0,0.68,329.9,3716.0,0.533, Moderate ,0
18957,STN0346,Mahanadi,Madhya Pradesh,20/10/2016,10.0,155.8,205.3,164.8,9.04,7.76,9.0,3446.8,21.4,63.2,26.5,4.8,80.4,,0.0,0.93,195.1,6305.0,0.627,severe,1
18958,STN0306,Ganga,Uttar Pradesh,02-03-2024,2.0,34.4,35.7,35.3,5.41,8.11,9.45,1996.8,27.9,68.2,53.9,23.9,60.3,POOR,0.0,13.39,46.7,11025.0,0.45,MODERATE,0
18959,STN0240,brahmaputra,Assam,04/08/2024,8.0,95.9,127.2,89.6,4.45,5.18,6.39,1118.9,20.7,77.4,58.4,9.3,183.4,GOOD,0.0,2.64,371.2,10312.0,0.396,LOW,0
18960,STN0171,BRAHMAPUTRA, Assam ,08-24-2024,8.0,75.2,69.4,46.5,4.09,6.06,7.07,735.1,29.3,71.3,51.0,16.0,207.4,GOOD,3.0,8.49,236.7,9105.0,0.483,moderate,0
18961,STN0260, Yamuna ,Bihar,2018-09-15,9.0,152.2,207.4,132.1,6.8,6.53,7.35,2582.6,28.8,82.8,53.7,5.3,238.7,POOR,4.0,1.57,181.6,9011.0,0.739,HIGH,1
18962,STN0114,brahmaputra,ASSAM,18-Nov-2019,11.0,54.4,69.9,46.5,7.51,8.0,8.83,1668.1,17.4,49.7,29.0,10.2,,god,1.0,12.66,12.2,1757.0,0.414, Low ,0
18963,stn0315,cauvery,Andhra Pradesh,2015-07-10,7.0,29.8,34.8,40.1,4.63,4.95,6.24,1356.0,29.3,82.4,62.2,17.1,95.0,Poor,1.0,2.03,28.0,8747.0,0.419,LOW,0
18964,stn0467,KOSI,GUJARAT,2016/09/15,9.0,268.0,188.2,168.4,3.64,3.98,5.28,797.7,27.7,76.0,41.0,13.7,296.9,Moderate,2.0,10.55,22.1,1563.0,0.638,moderate,0
18965,STN0074,Krishna,ODISHA,02-13-2017,2.0,100.2,90.6,70.9,7.35,8.01,8.96,2610.5,29.8,44.1,18.0,9.1,0.0,good,0.0,10.61,164.6,6265.0,0.408,LOW,0
18966,Stn-0434, Brahmaputra ,assam,2023/02/12,2.0,14.0,16.6,2.4,,3.88,5.38,505.3,20.7,64.9,43.3,23.8,180.0,moderate,0.0,2.82,300.5,8270.0,0.364,LOW,0
18967,STN0064,Kosi,GUJARAT,26-Sep-2021,9.0,27.9,29.8,22.2,4.36,6.35,7.42,1690.5,21.8,81.1,59.8,17.7,260.1,Poor ,3.0,12.53,264.8,,0.45,Moderate,0
18968,STN0098,Narmada,maharashtra,2022/09/06,9.0,176.0,118.4,159.6,5.11,3.99,4.89,1410.1,29.8,72.9,77.6,8.9,169.8,,1.0,12.37,188.1,920.0,0.777,Severe,1
18969,STN0097,TAPI,Karnataka,04-12-2018,4.0,11.4,7.6,21.7,4.02,5.98,7.42,891.7,25.8,55.4,28.9,18.6,84.4,,0.0,2.76,249.7,11483.0,0.389,LOW,0
18970,Stn-0450,BRAHMAPUTRA,assam,26/10/2024,10.0,40.4,42.6,15.5,5.6,6.65,7.48,1086.5,30.6,56.5,,22.9,42.8,moderate,0.0,2.39,260.1,220.0,0.406,LOW,0
18971,STN0347,Brahmaputra, Assam ,17/04/2024,4.0,34.2,21.3,38.6,3.23,5.53,6.42,713.4,20.8,68.9,28.7,11.0,62.3,MODERATE,1.0,10.09,12.6,857.0,0.302,LOW,0
18972,STN0039, Yamuna ,bihar,27/02/2019,2.0,34.2,46.4,29.2,5.43,7.15,8.03,1284.9,36.6,46.5,35.5,34.4,70.3,POOR,1.0,9.48,84.7,,0.357,low,0
18973,STN0108,Mahanadi, Madhya Pradesh ,20/06/2020,6.0,35.5,28.4,12.5,6.52,7.22,8.61,2270.2,22.3,100.0,41.6,10.1,114.1,good,4.0,14.6,215.8,9342.0,0.433,low,0
18974,STN0081,NARMADA,maharashtra,21/04/2019,4.0,7.6,4.7,2.4,4.32,6.62,7.65,1600.8,27.8,53.3,60.4,13.7,9.8,good,1.0,14.92,328.0,,0.327,Low,0
18975,stn0323,YAMUNA,BIHAR,2015-07-20,7.0,,252.6,349.5,6.64,3.73,4.83,1536.1,28.7,89.1,71.3,4.8,194.1,god,0.0,10.19,124.8,1248.0,1.02,SEVERE,1
18976,STN0402,ganga,Uttar Pradesh,2017-12-08,12.0,74.5,87.1,58.7,4.01,3.8,5.26,1195.9,21.3,62.5,12.3,15.2,156.4,,1.0,11.38,296.3,6907.0,0.427,High,0
18977,stn0376,mahanadi,MADHYA PRADESH,2021/08/10,8.0,10.7,10.8,0.6,1.94,4.38,5.25,401.0,29.3,97.6,60.7,32.5,93.2,good,0.0,7.52,129.6,7247.0,0.296,Low,0
18978,stn0363, Cauvery ,andhra pradesh,2021/05/24,5.0,56.7,74.7,44.8,4.74,4.72,5.74,1917.2,19.7,54.3,28.4,,162.8,good,0.0,1.85,43.7,10721.0,0.466,HIGH,1
18979,STN0127,Godavari,west bengal,11/05/2019,5.0,67.1,82.8,72.4,4.47,5.17,6.57,927.3,24.8,42.4,31.6,26.6,200.4,moderate,0.0,11.65,117.5,8796.0,0.535,Moderate,0
18980,STN0077,Tapi,Karnataka,2017-05-04,5.0,55.9,53.2,59.0,2.99,3.65,4.87,807.1,25.8,51.2,37.9,22.8,0.0,good,0.0,8.3,324.1,3185.0,0.388, Low ,0
18981,STN0396,ganga,uttar pradesh,13/06/2021,6.0,77.0,,82.1,,7.92,8.86,1619.6,30.4,79.5,69.6,0.0,187.1,GOOD,2.0,13.89,38.5,191.0,0.498,Moderate,0
18982,STN0248,MAHANADI, Madhya Pradesh ,05-23-2024,5.0,83.2,76.1,77.4,5.76,6.64,7.9,968.6,28.6,53.0,15.7,3.0,149.6,moderate,0.0,14.2,331.3,4357.0,0.445,Low,No
18983,STN0216,Ganga,Uttar Pradesh,2019-06-22,6.0,47.1,29.6,54.8,7.82,7.89,9.1,1160.0,33.1,79.0,43.2,24.4,72.0,Moderate,1.0,14.58,269.4,1910.0,0.519,moderate,0
18984,STN0114,BRAHMAPUTRA,ASSAM,2019-03-27,3.0,58.8,81.5,26.8,6.7,8.0,8.83,1925.1,25.3,30.6,24.1,25.8,25.9,,0.0,2.45,12.2,1757.0,0.474,Moderate,0
18985,Stn-0402,ganga,uttar pradesh,31/03/2019,3.0,14.6,11.3,27.7,2.69,3.8,5.26,778.4,24.9,64.0,28.2,0.3,76.8,moderate ,0.0,2.81,296.3,6907.0,0.282,low,1
18986,STN0455,Mahanadi, Madhya Pradesh ,06-04-2022,6.0,105.2,65.6,150.9,4.73,4.39,5.53,807.3,38.4,80.7,48.7,14.4,236.6,Poor,4.0,4.17,368.0,8715.0,0.71,high,0
18987,STN0086,MAHANADI,Madhya Pradesh,2020-10-31,10.0,11.6,16.2,22.5,7.27,7.86,9.01,1818.1,20.8,52.0,31.8,23.4,95.4,Good,2.0,6.67,149.8,1059.0,0.417,low,0
18988,STN0302,mahanadi,madhya pradesh,09/11/2016,11.0,85.9,79.5,59.7,3.62,3.94,4.76,666.9,34.2,74.7,27.9,8.9,137.1,MODERATE,0.0,5.75km,175.8,1417.0,0.453,moderate,0
18989,STN0423,Krishna,Odisha,03-31-2016,3.0,44.0,31.2,17.3,,4.76,6.17,821.7,26.1,46.0,38.4,20.6,0.0,GOOD,1.0,10.23,247.9,7334.0,0.379,LOW,0
18990,stn0146,Ganga,uttar pradesh,2015/09/19,9.0,128.6,169.3,158.0,6.2,5.06,6.29,1364.2,26.1,79.6,65.6,3.8,240.1,Moderate,2.0,0.81,196.0,8701.0,0.664, High ,0
18991,stn0028, Brahmaputra ,ASSAM,04-03-2019,4.0,172.6,185.3,166.9,8.88,7.76,8.94,3502.9,25.1,54.4,45.2,14.7,74.9,moderate,1.0,9.19,381.0,5823.0,0.601,high,1
18992,STN0092,Ganga,Uttar Pradesh,2015-06-27,6.0,225.2,279.5,152.6,6.0,6.31,7.6,2359.2,28.0,75.0,63.2,18.3,92.4,Moderate,1.0,9.68,152.4,1991.0,0.604,Moderate,0
18993,STN0140,godavari,west bengal,2015-12-13,12.0,42.4,54.4,37.2,3.21,4.13,5.15,571.2,25.3,54.6,20.6,19.7,0.0,GOOD,0.0,13.55,212.4,,0.392,Low,0
18994,STN0366,Ganga,uttar pradesh,25/08/2016,8.0,,155.6,134.2,5.58,6.5,7.35,1516.7,29.7,88.2,52.7,1.6,173.1,Good,5.0,11.95,133.2,7612.0,0.487,Moderate,0
18995,STN0177,ganga,UTTAR PRADESH,13-Jun-2020,6.0,75.2,47.2,74.7,2.89,4.17,5.24,1123.7,32.5,84.7,56.3,3.8,279.8,MODERATE,3.0,8.88,14.3,2941.0,0.469,moderate,0
18996,Stn-0489,godavari,WEST BENGAL,2019-07-24,7.0,62.5,79.4,29.5,3.09,3.52,5.0,496.3,35.0,62.7,79.8,2.0,178.9, Good ,2.0,13.45,292.0,8496.0,0.407,Low,0
18997,STN0082,TAPI,karnataka,04-12-2016,4.0,45.7,,47.2,,6.64,7.98,1983.5,21.8,53.4,44.1,5.5,0.0,poor,0.0,9.93,52.5,9651.0,0.349,low,0
18998,STN0420,NARMADA,MAHARASHTRA,2015-09-16,9.0,154.6,212.1,92.3,,5.34,6.18,1884.9,29.4,69.7,72.3,16.2,107.4,Good,0.0,13.53,155.9,4991.0,0.478, Moderate ,0
18999,STN0215,tapi,KARNATAKA,2016-03-30,3.0,15.2,10.0,14.8,6.93,7.65,8.87,1753.9,34.5,54.3,31.8,14.7,88.9,Good,1.0,2.39,136.5,7886.0,0.312,low,0
19000,STN0343, Godavari ,West Bengal,08/08/2017,8.0,61.2,50.6,81.5,5.79,6.9,8.24,1439.1,31.8,62.4,41.7,14.7,197.2,good,1.0,5.73,308.9,7035.0,0.453,Moderate,0
19001,STN0403,Narmada,MAHARASHTRA,21/10/2017,10.0,72.9,58.4,68.2,4.77,6.54,7.38,1376.0,23.1,43.0,29.6,8.0,72.6,Good,0.0,8.57,144.5,6200.0,0.416,low,0
19002,STN0019,cauvery, Andhra Pradesh ,2018-10-09,10.0,12.1,14.1,24.8,5.96,6.53,7.86,1799.7,25.9,52.7,,3.1,160.9,GOOD,0.0,0.13,183.6,4759.0,0.46,moderate,0
19003,STN0042,YAMUNA,bihar,2018-06-10,6.0,56.6,56.2,41.8,6.28,8.24,9.43,1124.9,18.4,90.4,19.3,5.1,236.2,Good,1.0,14.88,42.1,4077.0,0.287,LOW,0
19004,STN0172,GANGA,Uttar Pradesh,2020-12-04,12.0,43.8,29.1,64.4,6.49,7.46,8.42,1556.1,20.5,46.9,50.2,28.6,60.1,poor,0.0,5.16,71.4,6280.0,0.484,Moderate,0
19005,STN0101, Yamuna ,bihar,2022/05/24,5.0,109.9,129.9,125.4,6.12,7.06,7.99,945.7,32.7,49.6,38.9,18.8,88.7,moderate,0.0,11.89,210.0,3214.0,0.488,moderate,0
19006,STN0234,GANGA,uttar pradesh,18/12/2018,12.0,64.2,65.0,81.6,6.19,6.21,7.16,1076.4,23.4,41.8,29.7,22.0,59.0,Good,0.0,7.04,319.2,6376.0,0.467,Moderate,0
19007,STN0309,Narmada,Maharashtra,12-30-2016,12.0,12.7,11.3,0.0,4.06,4.78,5.77,873.4,30.4,65.1,47.8,12.6,119.6,Poor,1.0,7.59,249.7,3577.0,0.456,moderate,0
19008,STN0038,narmada,maharashtra,31/12/2015,12.0,127.1,138.9,99.9,8.11,7.17,8.61,2761.3,15.4,42.3,33.8,12.6,,Moderate,1.0,2.85,283.3,9918.0,0.594,High,1
19009,STN0463,KOSI,gujarat,2019-09-15,9.0,31.7,40.3,37.8,5.11,5.88,7.12,1863.7,32.5,76.1,57.9,19.2,209.6,Poor,0.0,11.93,75.1,3610.0,0.446,low,0
19010,STN0192,Narmada, Maharashtra ,27/12/2017,12.0,-26.2,33.4,36.1,4.34,6.45,7.7,1340.2,21.3,,5.0,23.1,0.0,Good,0.0,9.19,396.5,11577.0,0.281,Low,1
19011,STN0046,Krishna, Odisha ,05-06-2024,5.0,64.6,67.3,53.5,8.35,8.43,9.24,2382.7,28.7,51.3,30.6,23.0,92.6, Good ,0.0,4.92,75.0,6255.0,0.502,moderate,0
19012,STN0261,YAMUNA,BIHAR,02-11-2020,2.0,67.8,52.2,66.6,3.89,4.9,6.28,743.9,27.0,49.7,60.6,19.6,58.2,GOOD,0.0,6.14,242.2,7848.0,0.459,moderate,0
19013,STN0080,tapi, Karnataka ,2015/11/29,11.0,82.5,70.6,56.9,4.48,5.9,7.12,1405.5,25.6,54.5,58.6,3.6,20.0,Good,0.0,0.5,177.1,10119.0,0.467,MODERATE,0
19014,STN0412, Tapi ,Karnataka,18/05/2020,5.0,74.4,96.1,80.2,6.16,7.26,8.69,1771.5,29.6,57.9,22.4,32.3,110.8,Moderate,1.0,0.64,306.9,10503.0,0.413,Low,0
19015,stn0219,Yamuna,bihar,2017-11-28,11.0,11.6,12.2,10.3,,7.54,8.53,1639.2,23.1,43.4,39.8,16.6,80.1,moderate,0.0,4.36,225.3,1093.0,0.365,LOW,0
19016,STN0034,Brahmaputra,Assam,02-23-2017,2.0,77.7,102.6,75.7,4.44,3.84,5.01,700.1,21.2,43.2,34.5,,183.4,GOOD,1.0,13.83,268.4,7281.0,0.521,HIGH,0
19017,STN0414,GANGA,UTTAR PRADESH,2023/04/17,4.0,29.6,31.0,14.9,6.49,7.73,9.1,2427.9,24.8,53.2,7.9,16.8,75.9,GOOD,1.0,4.42,13.3,8456.0,0.308, Low ,0
19018,STN0236,KRISHNA,Odisha,2023-04-04,4.0,27.9,37.6,0.0,4.47,5.89,6.74,1458.5,19.5,51.2,48.8,1.6,74.8,moderate,1.0,9.59,97.7,10694.0,0.415,Low,0
19019,stn0449,Ganga,Uttar Pradesh,2019-06-02,6.0,134.8,140.7,117.2,4.99,5.52,7.01,846.3,23.0,99.1,90.2,,, Good ,1.0,0.77,355.3,7164.0,0.532,MODERATE,0
19020,STN0379,Kosi,Gujarat,2016/05/07,5.0,38.3,42.0,35.1,5.9,7.2,8.1,1112.8,25.4,50.8,11.3,15.4,78.9,Poor,0.0,0.23,105.6,7645.0,0.394,Low,0
19021,STN0083,Mahanadi,madhya pradesh,2019-07-10,7.0,84.1,72.3,36.8,6.12,5.9,6.77,1009.3,32.1,,72.5,10.8,348.2,POOR,1.0,2.78,220.1,5552.0,0.611,HIGH,1
19022,STN0370,NARMADA,Maharashtra,10-17-2022,10.0,5.9,6.3,0.0,6.16,7.61,8.61,1714.6,34.9,47.6,24.3,14.1,123.3,POOR,0.0,1.84,160.8,6197.0,0.427,low,0
19023,STN0310,ganga,Uttar Pradesh,2021-02-10,2.0,15.0,19.0,16.0,4.4,6.41,7.91,953.6,17.9,57.2,43.0,0.0,0.6,Good,0.0,4.13,261.8,10938.0,0.296,Low,0
19024,STN0333,kosi,GUJARAT,2018/07/08,7.0,3.6,4.8,6.7,5.49,6.88,7.83,1807.8,26.0,71.2,58.2,10.2,236.1,good,4.0,7.36,213.2,10844.0,0.508,MODERATE,0
19025,STN0461,NARMADA,MAHARASHTRA,11-18-2015,11.0,58.1,69.9,39.9,5.63,6.94,8.38,1886.2,27.5,65.1,51.5,27.0,214.9,Good,0.0,3.89,311.7,239.0,0.417,Low,0
19026,STN0062,cauvery,Andhra Pradesh,12/01/2015,1.0,17.8,22.3,37.4,6.32,6.53,7.75,1973.3,32.2,44.9,,22.9,0.0, Moderate ,1.0,3.41,262.2,4977.0,0.361,low,0
19027,Stn-0385,Narmada,Maharashtra,25/02/2024,2.0,40.9,32.6,37.1,2.41,4.38,5.41,413.4,30.5,50.2,37.9,,0.0,Moderate,1.0,8.41,265.4,1766.0,0.287,LOW,0
19028,stn0185,Brahmaputra,assam,12/11/2019,11.0,11.5,15.1,18.4,5.52,6.21,7.67,1474.5,29.5,47.4,48.7,24.8,98.5, Good ,0.0,9.1,395.2,6510.0,0.338,Low,0
19029,STN0330,TAPI,KARNATAKA,01/10/2020,10.0,109.7,93.2,111.9,3.66,4.23,5.32,1069.6,30.1,59.4,30.8,10.6,108.7,,0.0,2.67,248.0,3669.0,0.499, Moderate ,0
19030,STN0007,Brahmaputra,assam,10/01/2020,1.0,75.2,78.4,70.7,3.99,5.08,6.45,1416.7,,65.0,26.3,15.5,69.9, Poor ,0.0,2.99,338.4,11501.0,0.387,low,0
19031,STN0236,krishna,Odisha,03-31-2021,3.0,,,27.3,4.83,5.89,6.74,1682.5,17.9,58.3,18.7,8.6,3.5,moderate ,0.0,1.14,97.7,10694.0,0.362,low,0
19032,STN0249,Godavari, West Bengal ,2023-03-25,3.0,34.5,23.8,16.4,6.16,7.05,8.45,1237.5,33.3,49.3,18.1,13.5,144.9,moderate,0.0,9.43,313.9,5981.0,0.394,LOW,0
19033,STN0143,Tapi,karnataka,20-Dec-2018,12.0,59.8,49.8,50.8,3.82,4.62,5.64,1114.7,32.5,38.1,11.8,17.2,97.5,POOR,0.0,14.66,229.1,6328.0,0.433,Low,0
19034,stn0045,Kosi,gujarat,2018/10/26,10.0,65.0,,97.0,,7.62,8.56,2524.0,24.3,80.3,9.5,16.9,78.1,moderate,0.0,12.57,347.9,9484.0,0.373,low,0
19035,Stn-0488,BRAHMAPUTRA,assam,26/08/2017,8.0,157.7,183.5,123.7,3.86,4.8,5.69,1210.5,30.1,76.6,59.7,,274.3,Moderate,2.0,6.24,102.4,7252.0,0.502,moderate,0
19036,STN0500, Brahmaputra ,assam,13/05/2023,5.0,,23.1,5.5,1.64,3.64,4.93,283.9,32.9,46.9,40.6,24.5,107.7, Good ,0.0,1.74,314.6,7679.0,0.283,Low,0
19037,STN0235,krishna,odisha,2018-10-30,10.0,18.8,16.9,31.6,2.54,3.76,5.04,900.4,26.1,55.0,13.1,9.1,77.8, Moderate ,0.0,7.38,371.2,8660.0,0.287,Low,No
19038,STN0418,Kosi,Gujarat,27/07/2020,7.0,67.1,56.7,81.3,3.38,5.19,6.5,674.1,32.4,64.7,,18.9,175.1,Good,4.0,4.1,308.8,4795.0,0.416,Low,0
19039,STN0492,narmada,Maharashtra,11-24-2015,11.0,38.7,48.7,38.8,6.43,7.93,8.78,2119.9,25.1,58.1,36.2,14.4,67.3,good,1.0,3.49km,163.6,2085.0,0.413,LOW,0
19040,STN0035,NARMADA,MAHARASHTRA,2022-02-14,2.0,6.1,4.2,0.0,2.96,4.0,4.92,737.6,26.2,38.6,34.2,30.4,114.0,good,0.0,12.64,60.2,8149.0,0.343,low,0
19041,STN0161,CAUVERY,Andhra Pradesh,18/01/2015,1.0,88.4,,52.1,6.56,6.61,8.02,1264.7,23.4,57.4,20.7,23.6,139.7,Good,0.0,9.88,144.6,841.0,0.44,LOW,0
19042,STN0341,narmada,maharashtra,07-25-2022,7.0,72.6,73.9,100.7,4.19,5.4,6.81,943.0,20.8,88.8,69.1,9.3,,moderate,4.0,11.51,331.9,9555.0,0.476,Moderate,0
19043,STN0260, Yamuna ,Bihar,2017/08/26,8.0,96.2,91.4,63.7,5.37,6.53,7.35,886.3,33.4,92.7,55.9,20.4,136.9, Moderate ,3.0,13.16,181.6,9011.0,0.424,LOW,0
19044,STN0360,Ganga, Uttar Pradesh ,21/06/2015,6.0,138.7,99.2,94.6,7.84,7.23,8.44,2503.7,24.2,,51.2,11.7,278.9,poor,2.0,14.64,221.4,5271.0,0.735,high,1
19045,STN0031,Tapi,Karnataka,2018/08/08,8.0,198.2,261.6,190.3,4.96,4.31,5.21,1512.0,39.1,74.4,36.8,18.6,237.4,GOOD,1.0,12.15,184.6,7001.0,0.637,high,0
19046,STN0225,narmada,Maharashtra,12/11/2022,11.0,7.8,9.2,0.0,4.86,6.33,7.59,1876.2,25.2,66.4,,19.7,0.0,GOOD,0.0,11.01,74.2,11810.0,0.418,LOW,0
19047,STN0181, Narmada , Maharashtra ,05/06/2019,6.0,130.8,122.9,115.5,4.58,5.45,6.8,1758.3,30.2,59.2,,17.1,247.9,MODERATE,1.0,11.2,96.6,,0.511,moderate,0
19048,STN0455,mahanadi,Madhya Pradesh,2018-04-17,4.0,106.6,128.0,136.1,2.98,4.39,5.53,1241.2,26.3,70.6,39.6,,127.9,Good,2.0,8.44,368.0,8715.0,0.342,low,0
19049,STN0321,cauvery,ANDHRA PRADESH,2018/12/25,12.0,6.0,5.5,21.2,5.1,7.72,9.19,1459.3,25.5,59.2,9.0,3.7,77.1,Good,0.0,5.41,61.2,,0.357,low,0
19050,STN0346,mahanadi,MADHYA PRADESH,2023-11-20,11.0,39.1,,36.7,,7.76,9.0,1924.3,29.0,65.3,28.9,24.8,,Good,0.0,8.56,195.1,6305.0,0.375,Low,0
